source,target,YearMonth,year,month,distance,total_departure_delay_minutes,avg_departure_delay_minutes,count_delayed_departure_services,total_delay_minutes,avg_delay_minutes,count_delayed_services,total_services,ratio_departure_delayed,ratio_arrival_delayed,count_platform_changes,last_active_volume,months_since_last_service,decayed_edge_weight,is_new_or_stale_route,src_degree,src_w_deg_inbound,src_w_deg_outbound,src_w_deg_total,src_avg_distance_total,src_avg_distance_in,src_avg_distance_out,tgt_degree,tgt_avg_distance_total,tgt_avg_distance_in,tgt_avg_distance_out,tgt_w_deg_inbound,tgt_w_deg_outbound,tgt_w_deg_total,common_neighbors,jaccard_coefficient,preferential_attachment,adamic_adar_index,resource_allocation_index,src_avg_temperature_2m,src_avg_rain,src_avg_snowfall,src_avg_snow_depth,src_avg_wind_speed_10m,src_avg_wind_gusts_10m,src_avg_soil_temperature,tgt_avg_temperature_2m,tgt_avg_rain,tgt_avg_snowfall,tgt_avg_snow_depth,tgt_avg_wind_speed_10m,tgt_avg_wind_gusts_10m,tgt_avg_soil_temperature,total_holidays,holiday_density_ratio,weekend_days,working_days,global_median,target_binary,raw_intercity,raw_intercity_direct,raw_international,raw_exceptions,ratio_intercity,ratio_intercity_direct,ratio_international,ratio_operational_exceptions,ratio_sprinter,season_ordinal,month_sin,month_cos,RandomForestClassifier_ALLF_pred,RandomForestClassifier_ALLF_proba
HMH,HMBV,2024-03,2024,3,2,765.0,1.15,274,1538.0,2.31,293,665,0.412,0.4406,0,959,1,959.0,0,4,1911.0,1911.0,3822.0,3.0,1.5,1.5,4,12.0,6.0,6.0,1911.0,1887.0,3798.0,0,0.0,16,0.0,0.0,8.965541801253687,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.855985977768416,8.94179003480145,0.11803499418705661,0.0038627186341369138,0.0,13.037445828338651,25.823094871451683,8.831090186197375,2,0.0645,10.0,20.0,0.2629,1,0.013533834,0.0,0.0,0.0,0.014,0.0,0.0,0.0,0.986,2,1.0,6.123233995736766e-17,1.0,0.65
HMBV,EHV,2024-03,2024,3,10,627.0,0.97,201,1418.0,2.2,222,645,0.3116,0.3442,0,935,1,935.0,0,4,1911.0,1887.0,3798.0,12.0,6.0,6.0,13,33.14285714285714,15.0,18.142857142857142,9878.0,12152.0,22030.0,0,0.0,52,0.0,0.0,8.94179003480145,0.11803499418705661,0.0038627186341369138,0.0,13.037445828338651,25.823094871451683,8.831090186197375,9.038917351779835,0.10982503413071061,0.0006594885526723849,0.0,12.932568835778962,26.130281962424235,8.970411300338293,2,0.0645,10.0,20.0,0.2629,1,0.012403101,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.988,2,1.0,6.123233995736766e-17,1.0,0.74
ZP,BMN,2024-03,2024,3,7,233.0,0.24,71,1055.0,1.06,40,991,0.0716,0.0404,4,1031,1,1031.0,0,6,2661.0,3485.0,6146.0,24.0,12.0,12.0,4,13.0,6.5,6.5,2064.0,1283.0,3347.0,1,0.25,24,0.7213475204444817,0.25,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,8.663345337179797,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.639657568321896,2,0.0645,10.0,20.0,0.2629,0,0.05247225,0.0,0.0,0.0,0.052,0.0,0.0,0.0,0.948,2,1.0,6.123233995736766e-17,0.0,0.25
HMH,HM,2024-03,2024,3,1,329.0,0.5,112,1238.0,1.88,136,659,0.17,0.2064,0,952,1,952.0,0,4,1911.0,1911.0,3822.0,3.0,1.5,1.5,8,12.0,6.0,6.0,4934.0,4690.0,9624.0,0,0.0,32,0.0,0.0,8.965541801253687,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.855985977768416,8.965541801253687,0.11359354039380881,0.001130551821771573,0.0,13.273519863671602,25.863794706711698,8.855985977768416,2,0.0645,10.0,20.0,0.2629,0,0.012139605,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.988,2,1.0,6.123233995736766e-17,1.0,0.77
ZP,DR,2024-03,2024,3,13,620.0,0.54,239,4315.0,3.73,348,1157,0.2066,0.3008,0,1214,1,1214.0,0,6,2661.0,3485.0,6146.0,24.0,12.0,12.0,8,20.5,10.25,10.25,4432.0,4388.0,8820.0,1,0.16666666666666666,48,1.4426950408889634,0.5,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,8.624345032989599,0.06366083477178781,0.0007537012345697806,0.0,13.967886399532873,25.84199122047681,8.600657243908334,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.5
TB,BD,2024-03,2024,3,21,2079.0,0.99,575,9218.0,4.39,765,2100,0.2738,0.3643,124,2364,1,2364.0,0,9,9804.0,6836.0,16640.0,30.8,17.8,13.0,13,42.16666666666667,21.0,21.166666666666668,7993.0,8807.0,16800.0,1,0.09090909090909091,117,0.9102392266268373,0.3333333333333333,8.816288637601511,0.10269179067813852,0.0017900404546655525,0.0,14.014627673704563,27.354185084796047,8.73977447197864,8.8003607191356,0.09838492717107565,9.421265181429774e-05,0.0,14.38166507119927,27.2015605075523,8.726201896231075,2,0.0645,10.0,20.0,0.2629,1,0.88238096,0.117619045,0.0,0.0,0.882,0.118,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.86
GS,ARN,2024-03,2024,3,15,2083.0,1.76,593,7462.0,6.3,729,1184,0.5008,0.6157,16,1721,1,1721.0,0,8,4352.0,4370.0,8722.0,38.0,19.0,19.0,4,19.0,9.5,9.5,3457.0,3458.0,6915.0,1,0.2,32,0.7213475204444817,0.25,8.714174940801083,0.10228802239670247,0.0,0.0,16.989182614221225,30.973081278768877,8.747485866456783,8.647644676077574,0.10713324464185722,0.0010363391799849745,0.0,15.476114082304337,28.649797327906736,8.714670245130803,2,0.0645,10.0,20.0,0.2629,1,0.7035473,0.0,0.0,0.0008445946,0.704,0.0,0.0,0.001,0.295,2,1.0,6.123233995736766e-17,1.0,0.92
ZP,DV,2024-03,2024,3,16,745.0,0.68,333,3493.0,3.19,241,1096,0.3038,0.2199,2,1240,1,1240.0,0,6,2661.0,3485.0,6146.0,24.0,12.0,12.0,12,29.666666666666668,14.833333333333334,14.833333333333334,6531.0,7046.0,13577.0,0,0.0,72,0.0,0.0,8.658769287509921,0.06931359427172595,0.0007537012145143819,0.0,14.142935031195188,26.726244265426697,8.560249754429504,8.592604499565962,0.06823687830972479,0.00018842530362859548,0.0,14.069057289395646,27.060564555197672,8.491796970688318,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.61
RVS,O,2024-03,2024,3,8,3482.0,3.1,1090,7981.0,7.11,1123,1123,0.9706,1.0,4,1151,1,1151.0,0,4,2294.0,2294.0,4588.0,15.0,7.5,7.5,8,26.0,13.0,13.0,4703.0,4712.0,9415.0,0,0.0,32,0.0,0.0,8.865731293949754,0.09784656870373165,0.002826379474207338,0.0,14.277336846931787,26.94670184239404,8.773537450010009,8.839731418348418,0.09784656870373165,0.002826379474207338,0.0,14.277336846931787,26.94670184239404,8.747537602325789,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.92
BSMZ,NDB,2024-03,2024,3,1,1592.0,0.95,648,4585.0,2.75,707,1668,0.3885,0.4239,0,1972,1,1972.0,0,4,3933.0,3923.0,7856.0,5.0,2.5,2.5,8,19.0,9.5,9.5,6105.0,6128.0,12233.0,0,0.0,32,0.0,0.0,8.561063860900308,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.6908754647821,8.587063719454557,0.07106325759340584,0.00037685060725719096,0.0,14.82626879391728,28.757361236202605,8.716875310861887,2,0.0645,10.0,20.0,0.2629,1,0.0011990408,0.0,0.0,0.0,0.001,0.0,0.0,0.0,0.999,2,1.0,6.123233995736766e-17,1.0,0.83
ED,UT,2024-03,2024,3,41,17.0,0.22,5,320.0,4.1,13,78,0.0641,0.1667,0,169,1,169.0,0,9,4630.0,5075.0,9705.0,44.1,23.5,20.6,32,44.659919028340084,22.923076923076923,21.736842105263158,22888.0,35165.86,58053.86,2,0.09090909090909091,288,1.531574161186449,0.5333333333333333,8.593004634631434,0.07550471128637666,0.0,0.0,14.259386632756943,27.49421194135581,8.501820250443142,8.59938579565102,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.583235053002113,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.84
RVS,WC,2024-03,2024,3,7,744.0,0.67,329,4910.0,4.42,430,1110,0.2964,0.3874,0,1143,1,1143.0,0,4,2294.0,2294.0,4588.0,15.0,7.5,7.5,4,11.0,5.5,5.5,2294.0,2990.0,5284.0,0,0.0,16,0.0,0.0,8.865731293949754,0.09784656870373165,0.002826379474207338,0.0,14.277336846931787,26.94670184239404,8.773537450010009,8.824859285739677,0.0845222075445976,0.0009421265281706767,0.0,13.836839482087948,26.656957654580776,8.72896426137973,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0009009009,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,1.0,0.81
RSD,BGN,2024-03,2024,3,13,2125.0,1.39,658,9493.0,6.22,612,1526,0.4312,0.401,135,1974,1,1974.0,0,9,3413.2,6683.0,10096.2,40.55,21.75,18.8,6,44.0,22.0,22.0,4181.0,3739.0,7920.0,0,0.0,54,0.0,0.0,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,8.702541539357776,0.10672947627017186,0.001695827752712758,0.0,14.057209706482945,27.19138550662096,8.63914986349853,2,0.0645,10.0,20.0,0.2629,1,0.7706422,0.0,0.0,0.0,0.771,0.0,0.0,0.0,0.229,2,1.0,6.123233995736766e-17,1.0,0.94
RSD,ETN,2024-03,2024,3,13,818.0,0.74,315,3413.0,3.1,135,1101,0.2861,0.1226,33,1238,1,1238.0,0,9,3413.2,6683.0,10096.2,40.55,21.75,18.8,4,24.0,12.0,12.0,2495.0,1331.2,3826.2,0,0.0,36,0.0,0.0,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,8.699841173227831,0.11372813012847027,0.0022611037137370412,0.0,14.535187939856286,27.347401668374022,8.59728396420203,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.85
RSD,ODB,2024-03,2024,3,7,530.0,0.58,233,1230.0,1.34,28,921,0.253,0.0304,58,957,1,957.0,0,9,3413.2,6683.0,10096.2,40.55,21.75,18.8,3,15.5,7.5,8.0,1954.0,957.0,2911.0,0,0.0,27,0.0,0.0,8.705557949449942,0.10026917962575504,0.0018842529660920595,0.0,14.287327263589502,27.573189069894248,8.615517571668766,8.706341374369682,0.11372813012847027,0.0022611037137370412,0.0,14.535187939856286,27.347401668374022,8.603784198716061,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0010857764,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,1.0,0.57
DB,BNK,2024-03,2024,3,4,445.0,0.33,193,2175.0,1.62,204,1346,0.1434,0.1516,4,1400,1,1400.0,0,10,5243.0,5448.0,10691.0,30.0,15.0,15.0,4,11.0,5.5,5.5,2780.0,2564.0,5344.0,0,0.0,40,0.0,0.0,8.66625413707737,0.08371467105191938,0.0005652759108857865,0.0,14.702589989470601,28.56209885672958,8.655554259609566,8.638385551855029,0.07402422674210844,0.00018842530362859548,0.0,14.729065310425584,27.957899648119593,8.622234798536647,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.4
ED,AH,2024-03,2024,3,17,1870.0,0.99,721,7640.0,4.03,851,1895,0.3805,0.4491,28,1829,1,1829.0,0,9,4630.0,5075.0,9705.0,44.1,23.5,20.6,13,22.857142857142858,12.0,10.857142857142858,7907.0,8240.0,16147.0,0,0.0,117,0.0,0.0,8.593004634631434,0.07550471128637666,0.0,0.0,14.259386632756943,27.49421194135581,8.501820250443142,8.596329987169435,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.520286921697542,2,0.0645,10.0,20.0,0.2629,1,0.9994723,0.0,0.0,0.0005277045,0.999,0.0,0.0,0.001,0.0,2,1.0,6.123233995736766e-17,1.0,0.6
HGV,ZL,2024-03,2024,3,48,12.0,0.38,8,30.0,0.94,1,32,0.25,0.0313,1,53,2,26.5,0,7,2291.0,2382.5,4673.5,55.33333333333333,27.333333333333332,28.0,17,95.5,51.5,44.0,6968.5,10865.0,17833.5,2,0.16666666666666666,119,1.531574161186449,0.5333333333333333,8.140538994348226,0.07133243694239638,0.00018842530362859548,0.0,14.59668964364166,26.98982433355031,7.975936053899865,8.50383580204295,0.08613728194385968,0.0032032301416307246,0.0,15.347155282507032,28.184656070668154,8.440174961475151,2,0.0645,10.0,20.0,0.2629,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.87
DRON,KPNZ,2024-03,2024,3,17,533.0,0.51,188,1748.0,1.67,217,1044,0.1801,0.2079,2,1189,1,1189.0,0,4,2513.0,2435.0,4948.0,42.0,21.0,21.0,4,32.0,16.0,16.0,2414.0,2140.0,4554.0,0,0.0,16,0.0,0.0,8.546975014748837,0.08640646136304411,0.001978465637961756,0.0,15.412153080366501,29.054373359295113,8.501685671979613,8.491120387214671,0.07133243685214709,0.00037685060725719096,0.0,15.42799311427056,27.854696433605127,8.435400361488517,2,0.0645,10.0,20.0,0.2629,0,0.020114943,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.98,2,1.0,6.123233995736766e-17,0.0,0.49
AH,EST,2024-03,2024,3,11,157.0,2.09,24,129.0,1.72,31,75,0.32,0.4133,12,79,1,79.0,0,13,7907.0,8240.0,16147.0,22.857142857142858,12.0,10.857142857142858,7,14.25,7.25,7.0,3371.0,3291.0,6662.0,2,0.2222222222222222,91,2.0640299754485754,0.7,8.596329987169435,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.520286921697542,8.84778783218697,0.07510094258377722,0.0009421265081152781,0.0,13.588134896787308,27.10804775136637,8.7806949580181,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,0.0,0.42
HAD,HIL,2024-03,2024,3,7,785.0,0.7,340,1925.0,1.72,365,1118,0.3041,0.3265,0,1350,1,1350.0,0,6,6568.0,5451.0,12019.0,24.0,12.0,12.0,4,17.0,8.5,8.5,2687.0,2687.0,5374.0,0,0.0,24,0.0,0.0,8.408467278265537,0.07254374221789564,0.0005652759209134858,0.0,16.68873508240461,30.731789141612612,8.482693395897003,8.269353345136784,0.06783310990795634,0.00018842530362859548,0.0,20.773973570858324,27.91235456749055,8.1511164674207,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.5
BDG,WD,2024-03,2024,3,11,670.0,0.51,219,3352.0,2.56,186,1307,0.1676,0.1423,1,1483,1,1483.0,0,4,4091.0,4059.0,8150.0,19.0,9.5,9.5,12,28.0,14.0,14.0,10099.0,10426.0,20525.0,0,0.0,48,0.0,0.0,8.630325695226523,0.08061911246938629,0.0008479138663286797,0.0,15.533200577001713,28.209851210402928,8.752532945507147,8.604943718756191,0.08465679731936987,0.00047106326909918805,0.0,15.176894368345613,27.64732092707186,8.584486121605094,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.85
HGV,MP,2024-03,2024,3,20,399.0,0.36,136,1622.0,1.46,171,1113,0.1222,0.1536,7,1135,1,1135.0,0,7,2291.0,2382.5,4673.5,55.33333333333333,27.333333333333332,28.0,6,41.333333333333336,20.666666666666668,20.666666666666668,6465.0,5340.0,11805.0,1,0.16666666666666666,42,0.43429448190325176,0.1,8.140538994348226,0.07133243694239638,0.00018842530362859548,0.0,14.59668964364166,26.98982433355031,7.975936053899865,8.352489912478832,0.07227456357084405,9.421265181429774e-05,0.0,15.080411592049682,28.453081335706955,8.336069986605228,2,0.0645,10.0,20.0,0.2629,0,0.056603774,0.0,0.0,0.0,0.057,0.0,0.0,0.0,0.943,2,1.0,6.123233995736766e-17,1.0,0.55
DRON,LLS,2024-03,2024,3,25,29.0,2.64,4,29.0,2.64,4,11,0.3636,0.3636,0,1246,1,1246.0,0,4,2513.0,2435.0,4948.0,42.0,21.0,21.0,8,63.333333333333336,35.333333333333336,28.0,3626.0,5485.0,9111.0,0,0.0,32,0.0,0.0,8.546975014748837,0.08640646136304411,0.001978465637961756,0.0,15.412153080366501,29.054373359295113,8.501685671979613,8.512428574454576,0.09057873505522393,0.0016016150708153623,0.0,16.0464927726607,28.67063173086133,8.471042308640513,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.85
AH,AHP,2024-03,2024,3,1,281.0,0.28,81,1941.0,1.94,229,1003,0.0808,0.2283,18,1016,1,1016.0,0,13,7907.0,8240.0,16147.0,22.857142857142858,12.0,10.857142857142858,4,3.0,1.5,1.5,2031.0,1998.0,4029.0,0,0.0,52,0.0,0.0,8.596329987169435,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.520286921697542,8.674329496930136,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.598286422393203,2,0.0645,10.0,20.0,0.2629,0,0.059820537,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.94,2,1.0,6.123233995736766e-17,0.0,0.32
HAD,LEDN,2024-03,2024,3,25,2364.0,1.11,843,9853.0,4.64,1016,2122,0.3973,0.4788,1,2045,1,2045.0,0,6,6568.0,5451.0,12019.0,24.0,12.0,12.0,21,38.009090909090915,19.90909090909091,18.1,14833.5,15178.0,30011.5,1,0.07142857142857142,126,0.48089834696298783,0.125,8.408467278265537,0.07254374221789564,0.0005652759209134858,0.0,16.68873508240461,30.731789141612612,8.482693395897003,8.404242873673162,0.08788694556637054,0.00018842530362859548,0.0,16.5809129193365,30.583525412496616,8.450407052906494,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.94
BDG,APN,2024-03,2024,3,8,2556.0,1.06,529,7125.0,2.94,617,2420,0.2186,0.255,0,2576,1,2576.0,0,4,4091.0,4059.0,8150.0,19.0,9.5,9.5,4,22.0,11.0,11.0,4086.0,4131.0,8217.0,0,0.0,16,0.0,0.0,8.630325695226523,0.08061911246938629,0.0008479138663286797,0.0,15.533200577001713,28.209851210402928,8.752532945507147,8.51317791333911,0.08990578819693017,0.000847913876356379,0.0,15.151488919999366,28.149770426718096,8.54689260960267,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.64
DT,DTCP,2024-03,2024,3,1,1943.0,0.98,866,5105.0,2.57,921,1984,0.4365,0.4642,0,2110,1,2110.0,0,10,12444.0,12343.0,24787.0,15.2,7.6,7.6,4,10.0,5.0,5.0,4247.0,4054.0,8301.0,1,0.16666666666666666,40,0.9102392266268373,0.3333333333333333,8.555949497190811,0.11467025692738883,0.00244952896722714,0.0,15.067592648004618,28.24958199671749,8.681723359776699,8.549449795989938,0.11467025692738883,0.00244952896722714,0.0,15.067592648004618,28.24958199671749,8.675223708954986,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.8
HGV,BL,2024-03,2024,3,14,1283.0,1.17,337,2545.0,2.33,363,1093,0.3083,0.3321,8,1140,1,1140.0,0,7,2291.0,2382.5,4673.5,55.33333333333333,27.333333333333332,28.0,4,30.0,15.0,15.0,2281.0,2281.0,4562.0,1,0.2,28,0.6213349345596119,0.2,8.140538994348226,0.07133243694239638,0.00018842530362859548,0.0,14.59668964364166,26.98982433355031,7.975936053899865,8.047632794115255,0.0538358010381741,0.000847913876356379,0.0,15.208365929078607,27.83337746205593,8.00725592706919,2,0.0645,10.0,20.0,0.2629,1,0.08600183,0.0,0.0,0.0009149131,0.086,0.0,0.0,0.001,0.913,2,1.0,6.123233995736766e-17,1.0,0.72
ZL,HGV,2024-03,2024,3,48,0.0,0.0,0,150.0,30.0,5,5,0.0,1.0,0,13,1,13.0,0,17,6968.5,10865.0,17833.5,95.5,51.5,44.0,7,55.33333333333333,27.333333333333332,28.0,2291.0,2382.5,4673.5,2,0.16666666666666666,119,1.531574161186449,0.5333333333333333,8.50383580204295,0.08613728194385968,0.0032032301416307246,0.0,15.347155282507032,28.184656070668154,8.440174961475151,8.140538994348226,0.07133243694239638,0.00018842530362859548,0.0,14.59668964364166,26.98982433355031,7.975936053899865,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.6
GDM,TPSW,2024-03,2024,3,10,4665.0,2.15,1350,9956.0,4.58,2158,2172,0.6215,0.9936,75,2205,1,2205.0,0,10,6856.53,7017.25,13873.779999999999,30.0,15.0,15.0,3,16.0,6.0,10.0,3384.0,1179.0,4563.0,0,0.0,30,0.0,0.0,8.747351266333425,0.08707940799070078,0.0005652759108857865,0.0,14.367407006257958,27.73889571532587,8.654148032495183,8.860390912636133,0.09555854656373829,9.421265181429774e-05,0.0,14.564951054661623,27.47773819046739,8.80036399021123,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.77
ZL,WZ,2024-03,2024,3,9,396.0,0.46,134,870.0,1.01,25,860,0.1558,0.0291,7,1148,1,1148.0,0,17,6968.5,10865.0,17833.5,95.5,51.5,44.0,3,18.0,9.0,9.0,2312.0,1148.0,3460.0,0,0.0,51,0.0,0.0,8.50383580204295,0.08613728194385968,0.0032032301416307246,0.0,15.347155282507032,28.184656070668154,8.440174961475151,8.445335715567921,0.08613728194385968,0.0032032301416307246,0.0,15.347155282507032,28.184656070668154,8.381674886231146,2,0.0645,10.0,20.0,0.2629,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,0.0,0.1
AH,AHZ,2024-03,2024,3,8,412.0,0.24,157,3791.0,2.25,241,1685,0.0932,0.143,68,1634,1,1634.0,0,13,7907.0,8240.0,16147.0,22.857142857142858,12.0,10.857142857142858,4,11.0,5.5,5.5,3271.0,2693.0,5964.0,1,0.125,52,0.7213475204444817,0.25,8.596329987169435,0.06971736257321741,0.006971736033704047,0.0,13.932958875177366,26.964629171995263,8.520286921697542,8.758120591435105,0.07981157553548929,0.0006594885526723849,0.0,13.973014861866732,27.55332362603692,8.743719516500008,2,0.0645,10.0,20.0,0.2629,0,0.021958457,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.978,2,1.0,6.123233995736766e-17,1.0,0.52
ZL,KPNZ,2024-03,2024,3,15,492.0,0.47,113,1895.0,1.8,131,1055,0.1071,0.1242,39,1225,1,1225.0,0,17,6968.5,10865.0,17833.5,95.5,51.5,44.0,4,32.0,16.0,16.0,2414.0,2140.0,4554.0,0,0.0,68,0.0,0.0,8.50383580204295,0.08613728194385968,0.0032032301416307246,0.0,15.347155282507032,28.184656070668154,8.440174961475151,8.491120387214671,0.07133243685214709,0.00037685060725719096,0.0,15.42799311427056,27.854696433605127,8.435400361488517,2,0.0645,10.0,20.0,0.2629,0,0.009478673,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.991,2,1.0,6.123233995736766e-17,0.0,0.28
ZL,ASN,2024-03,2024,3,78,1627.0,1.55,381,5311.0,5.07,424,1047,0.3639,0.405,14,1121,1,1121.0,0,17,6968.5,10865.0,17833.5,95.5,51.5,44.0,8,73.46666666666667,34.8,38.666666666666664,4604.0,3862.0,8466.0,1,0.07142857142857142,136,0.7213475204444817,0.25,8.50383580204295,0.08613728194385968,0.0032032301416307246,0.0,15.347155282507032,28.184656070668154,8.440174961475151,7.95343204199626,0.05827725519241908,0.001601615060787663,0.0,14.819118939530641,27.732112268740526,7.790174961731861,2,0.0645,10.0,20.0,0.2629,1,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2,1.0,6.123233995736766e-17,1.0,0.68
ASSP,DMN,2024-03,2024,3,2,1599.0,0.99,710,5195.0,3.2,774,1623,0.4375,0.4769,2,2407,1,2407.0,0,4,4871.0,4870.0,9741.0,3.0,1.5,1.5,4,9.0,4.5,4.5,4936.0,4914.0,9850.0,0,0.0,16,0.0,0.0,8.508308470249176,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.653261368239392,8.534308490409826,0.06393001432133234,0.00037685060725719096,0.0,15.755852521187846,28.374588719287118,8.679261391127575,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.88
NMGO,NM,2024-03,2024,3,3,1092.0,0.93,441,3842.0,3.26,500,1180,0.3737,0.4237,0,1168,1,1168.0,0,4,3691.0,3037.0,6728.0,5.0,2.5,2.5,9,22.75,11.75,11.0,4771.0,7593.0,12364.0,0,0.0,36,0.0,0.0,8.785859537798496,0.0845222075445976,0.0009421265281706767,0.0,13.836839482087948,26.656957654580776,8.689964528038876,8.86247703990577,0.0837146708513654,0.00028263795544289323,0.0,13.320359529749382,26.814427320280114,8.789529549481891,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0008474576,0.0,0.0,0.0,0.001,0.999,2,1.0,6.123233995736766e-17,1.0,0.7
GP,EHV,2024-03,2024,3,6,353.0,0.73,115,990.0,2.05,132,483,0.2381,0.2733,5,898,1,898.0,0,4,1858.0,1824.0,3682.0,11.0,5.5,5.5,13,33.14285714285714,15.0,18.142857142857142,9878.0,12152.0,22030.0,0,0.0,52,0.0,0.0,8.954417228778953,0.10982503413071061,0.0006594885526723849,0.0,12.932568835778962,26.130281962424235,8.885911138991489,9.038917351779835,0.10982503413071061,0.0006594885526723849,0.0,12.932568835778962,26.130281962424235,8.970411300338293,2,0.0645,10.0,20.0,0.2629,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2,1.0,6.123233995736766e-17,1.0,0.87
